Date,Close,Volume
2022-01-13,28489.13,69900000
2022-01-14,28124.28,82100000
2022-01-17,28333.52,54500000
2022-01-18,28257.25,71300000
2022-01-19,27467.23,84300000
2022-01-20,27772.93,74000000
2022-01-21,27522.26,72700000
2022-01-24,27588.37,61000000
2022-01-25,27131.34,77000000
2022-01-26,27011.33,60500000
2022-01-27,26170.3,88700000
2022-01-28,26717.34,76000000
2022-01-31,27001.98,78300000
2022-02-01,27078.48,81100000
2022-02-02,27533.6,85200000
2022-02-03,27241.31,81100000
2022-02-04,27439.99,79600000
2022-02-07,27248.87,77100000
2022-02-08,27284.52,76600000
2022-02-09,27579.87,93500000
2022-02-10,27696.08,82900000
2022-02-14,27079.59,79800000
2022-02-15,26865.19,76200000
2022-02-16,27460.4,64100000
2022-02-17,27232.87,67800000
2022-02-18,27122.07,63500000
2022-02-21,26910.87,52900000
2022-02-22,26449.61,67300000
2022-02-24,25970.82,93500000
2022-02-25,26476.5,77600000
2022-02-28,26526.82,91100000
2022-03-01,26844.72,74000000
2022-03-02,26393.03,87700000
2022-03-03,26577.27,74800000
